"agentName","patientgetAliveTime"
"134",0
"118",61980
"286",0
"121",64320
"49",20520
"101",0
"262",0
"33",4080
"37",15420
"86",10620
"168",68040
"232",0
"253",0
"28",15060
"224",0
"299",0
"305",0
"106",19380
"205",69300
"208",0
"236",0
"90",51360
"159",71820
"133",68280
"84",43140
"52",23940
"200",68460
"78",40920
"198",69780
"91",51900
"122",63480
"157",71280
"242",0
"116",0
"48",6120
"206",0
"312",0
"25",11220
"158",70980
"104",0
"147",70320
"250",0
"295",0
"321",0
"217",0
"166",0
"222",0
"123",0
"161",72540
"93",53040
"153",0
"75",37260
"69",35160
"94",51060
"95",54900
"137",0
"234",0
"272",0
"294",0
"324",0
"308",0
"203",69900
"126",0
"289",0
"184",0
"201",0
"238",0
"276",0
"77",38280
"285",0
"173",69180
"210",0
"54",6480
"39",16020
"309",0
"67",31080
"182",61980
"40",18540
"230",0
"38",5940
"243",0
"274",0
"57",8040
"155",69780
"185",63600
"176",68820
"311",0
"96",12900
"108",0
"211",0
"72",38460
"71",0
"130",0
"225",0
"282",0
"290",0
"129",0
"111",54420
"212",0
"34",13620
"178",65940
"88",0
"140",0
"314",0
"136",0
"244",0
"306",0
"128",67020
"172",71220
"21",12060
"32",12840
"260",0
"261",0
"291",0
"298",0
"81",41760
"229",0
"275",0
"318",0
"233",0
"60",6960
"65",8100
"180",62340
"190",66180
"199",0
"188",65040
"259",0
"249",0
"164",70260
"317",0
"193",64920
"303",0
"237",0
"82",42240
"163",0
"186",63000
"97",0
"246",0
"315",0
"109",54300
"264",0
"192",0
"283",0
"139",67320
"80",9480
"64",32280
"36",4200
"174",67800
"160",0
"98",0
"165",70800
"100",54840
"207",0
"177",66060
"152",72540
"171",70440
"313",0
"24",11040
"281",0
"287",0
"141",65160
"119",60180
"189",64320
"228",0
"45",18480
"221",0
"293",0
"278",0
"146",0
"76",8640
"27",14280
"112",55860
"245",0
"132",0
"266",0
"252",0
"323",0
"241",0
"181",61140
"115",57600
"258",0
"214",0
"70",8580
"151",71520
"179",66840
"66",33660
"58",28500
"227",0
"142",0
"145",0
"239",0
"183",61380
"20",11940
"124",63900
"55",24600
"191",65100
"195",0
"83",10920
"320",0
"304",0
"209",0
"316",0
"271",0
"156",72360
"31",12240
"284",0
"248",0
"22",11400
"170",71220
"120",61560
"167",0
"47",20100
"273",0
"46",19080
"68",32340
"270",0
"150",71280
"251",0
"255",0
"301",0
"41",5580
"240",0
"279",0
"102",17580
"162",73320
"62",8760
"257",0
"288",0
"310",0
"63",29520
"113",0
"125",65100
"267",0
"89",49860
"50",21300
"143",69060
"154",70980
"74",0
"73",8820
"196",66300
"215",0
"218",0
"220",0
"319",0
"42",19860
"148",70920
"263",0
"256",0
"269",0
"30",12840
"53",23520
"114",60660
"103",53880
"216",0
"202",68160
"322",0
"44",22980
"43",7320
"110",20340
"223",0
"247",0
"59",31140
"204",0
"213",0
"292",0
"194",66600
"307",0
"29",13860
"197",66900
"297",0
"300",0
"149",0
"26",14520
"302",0
"131",69240
"219",0
"61",0
"105",0
"226",0
"280",0
"85",43620
"92",11580
"296",0
"51",7140
"268",0
"138",0
"35",14640
"235",0
"265",0
"56",27480
"135",68580
"99",15120
"277",0
"79",9720
"175",68460
"231",0
"117",60300
"87",49500
"23",18960
"144",69240
"187",0
"107",55860
"169",68880
"127",65520
"254",0
