"agentName","patientgetAliveTime"
"68",6660
"134",15960
"143",10800
"217",0
"247",0
"228",0
"154",18780
"170",19380
"129",10200
"221",0
"55",10140
"122",8700
"83",6960
"196",13380
"84",5940
"198",0
"124",18060
"200",0
"172",10740
"233",0
"93",16200
"190",13080
"203",13380
"88",7800
"51",6000
"187",10020
"180",9420
"99",7440
"126",7920
"116",8340
"218",0
"213",0
"184",22740
"113",15480
"162",20940
"86",6540
"235",0
"137",17760
"244",0
"74",9180
"98",6540
"117",12120
"158",9660
"243",0
"94",6600
"191",0
"70",7080
"58",6480
"248",0
"118",7980
"182",24120
"212",10740
"249",0
"101",21600
"222",0
"239",0
"62",10320
"47",6120
"142",10800
"201",13020
"112",13440
"128",11940
"141",21240
"97",29160
"89",6720
"224",0
"145",18480
"105",12480
"230",0
"80",6420
"195",0
"223",0
"87",7560
"49",7020
"66",8220
"171",26820
"109",6660
"77",7620
"54",9660
"76",9600
"225",0
"91",6600
"144",11040
"155",16740
"132",19680
"153",16200
"192",0
"159",17880
"231",0
"173",19020
"127",10440
"96",6720
"136",7440
"78",11280
"108",10260
"216",0
"179",14520
"120",12660
"206",12120
"65",8520
"208",0
"148",22620
"177",0
"220",10980
"174",19020
"188",22080
"64",6120
"150",35100
"107",12000
"193",0
"104",11040
"152",18720
"147",15600
"236",0
"115",13680
"240",0
"90",7260
"176",0
"215",0
"71",6060
"232",0
"48",7560
"139",15180
"151",16260
"102",8040
"131",16080
"209",0
"226",0
"157",18000
"140",15180
"75",6120
"146",17820
"61",8100
"121",24360
"82",6840
"166",15540
"237",0
"81",11700
"227",0
"106",8340
"156",11100
"245",0
"53",14100
"63",5940
"165",22860
"56",9660
"160",13500
"194",0
"57",6780
"164",15480
"241",0
"72",6360
"138",8820
"85",11460
"163",22800
"95",6900
"202",15540
"246",0
"238",0
"133",11580
"186",10980
"183",19500
"214",0
"210",0
"199",0
"114",10440
"92",7080
"69",8760
"103",8580
"175",21900
"100",9180
"167",14880
"50",5820
"242",0
"181",13020
"211",13020
"197",0
"130",15120
"73",6600
"60",8340
"161",12960
"111",34380
"67",6840
"169",20340
"219",0
"123",14820
"189",16740
"178",26640
"207",13020
"149",9000
"59",5940
"168",20040
"119",8940
"135",25140
"52",7020
"229",0
"125",15300
"234",0
"205",12960
"185",20220
"110",11340
"79",6660
"204",0
