"patientgetAdmissionRouteisEmergencyAttendance","patientgetCOVIDInfectionStatusisSymptomatic","patientgetCOVIDInfectionStatusisAsymptomatic","patientgetCOVIDInfectionStatusisSusceptible","patientgetCOVIDInfectionStatusisExposed","patientgetFluAInfectionStatusisSymptomatic","patientgetFluAInfectionStatusisAsymptomatic","patientgetFluAInfectionStatusisSusceptible","patientgetFluAInfectionStatusisExposed","patientgetFluBInfectionStatusisSymptomatic","patientgetFluBInfectionStatusisAsymptomatic","patientgetFluBInfectionStatusisSusceptible","patientgetFluBInfectionStatusisExposed","patientgetSeverityissevere","patientgetSeverityismoderate","patientgetSeverityislow","patientgetImmunocompromisedisYes","patientgetImmunocompromisedisNo","patientgetLateralFlowCOVIDResultisPositive","patientgetLateralFlowCOVIDResultisNegative","patientgetLateralFlowFluAResultisPositive","patientgetLateralFlowFluAResultisNegative","patientgetLateralFlowFluBResultisPositive","patientgetLateralFlowFluBResultisNegative","patientgetLIATCOVIDResultisPositive","patientgetLIATCOVIDResultisNegative","patientgetLIATFluAResultisPositive","patientgetLIATFluAResultisNegative","patientgetLIATFluBResultisPositive","patientgetLIATFluBResultisNegative","patientgetLabPCRCOVIDResultisPositive","patientgetLabPCRCOVIDResultisNegative","patientgetLabPCRFluAResultisPositive","patientgetLabPCRFluAResultisNegative","patientgetLabPCRFluBResultisPositive","patientgetLabPCRFluBResultisNegative","patientgetPHEThreeCOVIDResultisPositive","patientgetPHEThreeCOVIDResultisNegative","patientgetPHEThreeFluAResultisPositive","patientgetPHEThreeFluAResultisNegative","patientgetPHEThreeFluBResultisPositive","patientgetPHEThreeFluBResultisNegative","patientgetCepheidCOVIDResultisPositive","patientgetCepheidCOVIDResultisNegative","patientgetCepheidFluAResultisPositive","patientgetCepheidFluAResultisNegative","patientgetCepheidFluBResultisPositive","patientgetCepheidFluBResultisNegative","patientgetadmittedToisGreenBay","patientgetadmittedToisCOVIDPositiveCohort","patientgetadmittedToisGreenBaygetAdmissionRouteisEmergencyAttendance","patientgetadmittedToisCOVIDPositiveCohortgetAdmissionRouteisEmergencyAttendance","patientgetadmittedToisGreenBaygetCOVIDInfectionStatusisSymptomatic","patientgetadmittedToisGreenBaygetCOVIDInfectionStatusisAsymptomatic","patientgetadmittedToisGreenBaygetCOVIDInfectionStatusisSusceptible","patientgetadmittedToisGreenBaygetCOVIDInfectionStatusisExposed","patientgetadmittedToisCOVIDPositiveCohortgetCOVIDInfectionStatusisSymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetCOVIDInfectionStatusisAsymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetCOVIDInfectionStatusisSusceptible","patientgetadmittedToisCOVIDPositiveCohortgetCOVIDInfectionStatusisExposed","patientgetadmittedToisGreenBaygetFluAInfectionStatusisSymptomatic","patientgetadmittedToisGreenBaygetFluAInfectionStatusisAsymptomatic","patientgetadmittedToisGreenBaygetFluAInfectionStatusisSusceptible","patientgetadmittedToisGreenBaygetFluAInfectionStatusisExposed","patientgetadmittedToisCOVIDPositiveCohortgetFluAInfectionStatusisSymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetFluAInfectionStatusisAsymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetFluAInfectionStatusisSusceptible","patientgetadmittedToisCOVIDPositiveCohortgetFluAInfectionStatusisExposed","patientgetadmittedToisGreenBaygetFluBInfectionStatusisSymptomatic","patientgetadmittedToisGreenBaygetFluBInfectionStatusisAsymptomatic","patientgetadmittedToisGreenBaygetFluBInfectionStatusisSusceptible","patientgetadmittedToisGreenBaygetFluBInfectionStatusisExposed","patientgetadmittedToisCOVIDPositiveCohortgetFluBInfectionStatusisSymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetFluBInfectionStatusisAsymptomatic","patientgetadmittedToisCOVIDPositiveCohortgetFluBInfectionStatusisSusceptible","patientgetadmittedToisCOVIDPositiveCohortgetFluBInfectionStatusisExposed","patientgetadmittedToisGreenBaygetSeverityissevere","patientgetadmittedToisGreenBaygetSeverityismoderate","patientgetadmittedToisGreenBaygetSeverityislow","patientgetadmittedToisCOVIDPositiveCohortgetSeverityissevere","patientgetadmittedToisCOVIDPositiveCohortgetSeverityismoderate","patientgetadmittedToisCOVIDPositiveCohortgetSeverityislow","patientgetadmittedToisGreenBaygetImmunocompromisedisYes","patientgetadmittedToisGreenBaygetImmunocompromisedisNo","patientgetadmittedToisCOVIDPositiveCohortgetImmunocompromisedisYes","patientgetadmittedToisCOVIDPositiveCohortgetImmunocompromisedisNo","patientgetadmittedToisGreenBaygetLateralFlowCOVIDResultisPositive","patientgetadmittedToisGreenBaygetLateralFlowCOVIDResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowCOVIDResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowCOVIDResultisNegative","patientgetadmittedToisGreenBaygetLateralFlowFluAResultisPositive","patientgetadmittedToisGreenBaygetLateralFlowFluAResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowFluAResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowFluAResultisNegative","patientgetadmittedToisGreenBaygetLateralFlowFluBResultisPositive","patientgetadmittedToisGreenBaygetLateralFlowFluBResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowFluBResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLateralFlowFluBResultisNegative","patientgetadmittedToisGreenBaygetLIATCOVIDResultisPositive","patientgetadmittedToisGreenBaygetLIATCOVIDResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLIATCOVIDResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLIATCOVIDResultisNegative","patientgetadmittedToisGreenBaygetLIATFluAResultisPositive","patientgetadmittedToisGreenBaygetLIATFluAResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLIATFluAResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLIATFluAResultisNegative","patientgetadmittedToisGreenBaygetLIATFluBResultisPositive","patientgetadmittedToisGreenBaygetLIATFluBResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLIATFluBResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLIATFluBResultisNegative","patientgetadmittedToisGreenBaygetLabPCRCOVIDResultisPositive","patientgetadmittedToisGreenBaygetLabPCRCOVIDResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRCOVIDResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRCOVIDResultisNegative","patientgetadmittedToisGreenBaygetLabPCRFluAResultisPositive","patientgetadmittedToisGreenBaygetLabPCRFluAResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRFluAResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRFluAResultisNegative","patientgetadmittedToisGreenBaygetLabPCRFluBResultisPositive","patientgetadmittedToisGreenBaygetLabPCRFluBResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRFluBResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetLabPCRFluBResultisNegative","patientgetadmittedToisGreenBaygetPHEThreeCOVIDResultisPositive","patientgetadmittedToisGreenBaygetPHEThreeCOVIDResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeCOVIDResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeCOVIDResultisNegative","patientgetadmittedToisGreenBaygetPHEThreeFluAResultisPositive","patientgetadmittedToisGreenBaygetPHEThreeFluAResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeFluAResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeFluAResultisNegative","patientgetadmittedToisGreenBaygetPHEThreeFluBResultisPositive","patientgetadmittedToisGreenBaygetPHEThreeFluBResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeFluBResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetPHEThreeFluBResultisNegative","patientgetadmittedToisGreenBaygetCepheidCOVIDResultisPositive","patientgetadmittedToisGreenBaygetCepheidCOVIDResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetCepheidCOVIDResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetCepheidCOVIDResultisNegative","patientgetadmittedToisGreenBaygetCepheidFluAResultisPositive","patientgetadmittedToisGreenBaygetCepheidFluAResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetCepheidFluAResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetCepheidFluAResultisNegative","patientgetadmittedToisGreenBaygetCepheidFluBResultisPositive","patientgetadmittedToisGreenBaygetCepheidFluBResultisNegative","patientgetadmittedToisCOVIDPositiveCohortgetCepheidFluBResultisPositive","patientgetadmittedToisCOVIDPositiveCohortgetCepheidFluBResultisNegative","patientgetAliveTime"
215.0,0.0,0.0,215.0,0.0,5.0,0.0,210.0,0.0,0.0,0.0,215.0,0.0,9.0,77.0,129.0,0.0,215.0,0.0,8.0,1.0,7.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,213.0,6.0,209.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7919.720930232563
269.0,0.0,0.0,269.0,0.0,5.0,0.0,264.0,0.0,1.0,0.0,268.0,0.0,13.0,88.0,168.0,3.0,266.0,0.0,10.0,4.0,6.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,266.0,6.0,263.0,3.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,1.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,6.0,4.0,1.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18268.773234200755
235.0,0.0,0.0,235.0,0.0,9.0,0.0,226.0,0.0,0.0,0.0,235.0,0.0,5.0,88.0,142.0,2.0,233.0,0.0,19.0,8.0,11.0,0.0,19.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,232.0,10.0,225.0,3.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,10.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,7.0,0.0,5.0,3.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,10.0,8.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12496.340425531902
245.0,1.0,0.0,244.0,0.0,5.0,0.0,240.0,0.0,0.0,0.0,245.0,0.0,8.0,87.0,150.0,1.0,244.0,1.0,10.0,3.0,8.0,0.0,11.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,242.0,5.0,239.0,3.0,241.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,4.0,1.0,4.0,0.0,4.0,2.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,5.0,3.0,2.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9651.42857142858
287.0,1.0,0.0,286.0,0.0,9.0,0.0,278.0,0.0,0.0,0.0,287.0,0.0,5.0,109.0,173.0,4.0,283.0,1.0,12.0,5.0,8.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285.0,9.0,277.0,2.0,284.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,9.0,6.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,4.0,5.0,2.0,4.0,0.0,9.0,0.0,4.0,1.0,8.0,0.0,4.0,5.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,0.0,6.0,8.0,1.0,0.0,6.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,14882.92682926829
268.0,0.0,0.0,268.0,0.0,2.0,0.0,266.0,0.0,0.0,0.0,268.0,0.0,6.0,118.0,144.0,5.0,263.0,0.0,10.0,2.0,8.0,0.0,10.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0,3.0,264.0,3.0,264.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,1.0,12.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,5.0,7.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,18078.805970149253
244.0,0.0,0.0,244.0,0.0,3.0,0.0,241.0,0.0,0.0,0.0,244.0,0.0,6.0,95.0,143.0,1.0,243.0,0.0,9.0,2.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,239.0,5.0,238.0,2.0,241.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12860.90163934427
230.0,0.0,0.0,230.0,0.0,6.0,0.0,224.0,0.0,1.0,0.0,229.0,0.0,3.0,83.0,144.0,2.0,228.0,0.0,14.0,5.0,9.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,223.0,7.0,221.0,2.0,226.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,5.0,8.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,1.0,7.0,0.0,5.0,0.0,7.0,0.0,5.0,0.0,7.0,4.0,1.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,8.0,4.0,1.0,0.0,8.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10776.782608695648
234.0,1.0,0.0,233.0,0.0,6.0,0.0,228.0,0.0,0.0,0.0,234.0,0.0,9.0,89.0,136.0,4.0,230.0,0.0,13.0,3.0,10.0,1.0,12.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,229.0,7.0,226.0,0.0,233.0,0.0,3.0,1.0,2.0,0.0,3.0,8.0,6.0,8.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,4.0,3.0,3.0,0.0,4.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,8.0,5.0,1.0,0.0,8.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,8861.025641025635
275.0,1.0,0.0,274.0,0.0,8.0,0.0,267.0,0.0,1.0,0.0,274.0,0.0,10.0,105.0,160.0,1.0,274.0,0.0,15.0,4.0,11.0,0.0,15.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,271.0,8.0,266.0,4.0,270.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,6.0,9.0,6.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,1.0,6.0,2.0,0.0,1.0,5.0,1.0,8.0,0.0,6.0,0.0,8.0,0.0,6.0,0.0,8.0,3.0,3.0,0.0,8.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,9.0,4.0,2.0,0.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11902.909090909086
