"agentName","patientgetAliveTime"
"50",907
"89",751
"54",893
"71",648
"101",728
"93",2573
"49",3086
"70",3600
"126",548
"128",8
"95",740
"104",637
"115",3034
"65",768
"74",3668
"107",839
"108",771
"120",699
"60",3030
"64",768
"47",1907
"99",2688
"110",591
"58",3709
"76",1688
"102",666
"63",3057
"66",3428
"94",1966
"68",3282
"75",841
"79",586
"96",1205
"103",2705
"112",845
"83",698
"109",827
"97",703
"117",697
"52",898
"69",3349
"113",652
"125",685
"67",842
"55",3352
"88",809
"57",3275
"73",656
"119",634
"72",3472
"114",773
"78",603
"118",2523
"116",713
"123",609
"51",827
"106",2919
"100",587
"91",4980
"98",592
"61",3018
"92",632
"127",488
"56",951
"90",1841
"86",560
"48",1050
"81",630
"111",743
"82",3435
"121",1868
"87",660
"59",33188
"84",3741
"105",2548
"85",588
"124",776
"77",3377
"80",730
"53",913
"62",813
"122",1688
