"agentName","patientgetAliveTime"
"77",17519
"79",16499
"94",4139
"52",593
"65",27419
"83",10259
"95",3719
"104",959
"50",34799
"71",21479
"80",15239
"81",14219
"58",31019
"106",359
"103",1259
"59",4589
"47",37019
"88",6419
"61",29459
"63",28259
"82",11639
"85",7919
"74",18779
"86",7619
"60",4387
"67",25619
"92",4619
"68",24419
"57",31439
"84",8399
"55",32459
"69",23699
"48",36239
"76",17819
"73",19259
"49",35279
"51",33899
"89",5399
"100",2279
"70",22679
"99",2519
"105",659
"53",692
"101",1799
"75",18239
"102",1559
"54",690
"66",26459
"72",20639
"97",3119
"91",4919
"64",27719
"90",5099
"78",16799
"56",523
"87",6959
"93",4259
"62",28859
"96",3359
"98",2759
