Time point: 406.0 | correctWork: 1.0
Time point: 406.0 | stress: 2.0
Time point: 499.0 | correctWork: 2.0
Time point: 499.0 | stress: 3.0
Time point: 592.0 | correctWork: 3.0
Time point: 592.0 | stress: 4.0
Time point: 782.0 | correctWork: 4.0
Time point: 782.0 | stress: 5.0
Time point: 889.0 | correctWork: 5.0
Time point: 889.0 | stress: 6.0
Time point: 1026.0 | correctWork: 6.0
Time point: 1026.0 | stress: 7.0
Time point: 1118.0 | correctWork: 7.0
Time point: 1118.0 | stress: 8.0
Time point: 1212.0 | correctWork: 8.0
Time point: 1212.0 | stress: 9.0
Time point: 1305.0 | correctWork: 9.0
Time point: 1305.0 | stress: 10.0
Time point: 1452.0 | correctWork: 10.0
Time point: 1452.0 | stress: 11.0
Time point: 1472.0 | correctWork: 11.0
Time point: 1472.0 | stress: 12.0
Time point: 1565.0 | correctWork: 12.0
Time point: 1565.0 | stress: 13.0
Time point: 1675.0 | correctWork: 13.0
Time point: 1675.0 | stress: 14.0
Time point: 1811.0 | correctWork: 14.0
Time point: 1811.0 | stress: 15.0
Time point: 1973.0 | correctWork: 15.0
Time point: 1973.0 | stress: 16.0
Time point: 2116.0 | correctWork: 16.0
Time point: 2116.0 | stress: 17.0
