Time point: 1251.0 | correctWork: 1.0
Time point: 1252.0 | stress: 2.0
Time point: 1886.0 | correctWork: 2.0
Time point: 1887.0 | stress: 3.0
Time point: 2533.0 | correctWork: 3.0
Time point: 2534.0 | stress: 4.0
Time point: 3518.0 | correctWork: 4.0
Time point: 3519.0 | stress: 5.0
Time point: 4153.0 | correctWork: 5.0
Time point: 4154.0 | stress: 6.0
Time point: 4800.0 | correctWork: 6.0
Time point: 4801.0 | stress: 7.0
Time point: 5445.0 | correctWork: 7.0
Time point: 5446.0 | stress: 8.0
Time point: 6437.0 | correctWork: 8.0
Time point: 6438.0 | stress: 9.0
Time point: 7071.0 | correctWork: 9.0
Time point: 7072.0 | stress: 10.0
Time point: 7706.0 | correctWork: 10.0
Time point: 7707.0 | stress: 11.0
Time point: 8680.0 | correctWork: 11.0
Time point: 8681.0 | stress: 12.0
Time point: 9330.0 | correctWork: 12.0
Time point: 9331.0 | stress: 13.0
Time point: 9963.0 | correctWork: 13.0
Time point: 9964.0 | stress: 14.0
Time point: 10593.0 | correctWork: 14.0
Time point: 10594.0 | stress: 15.0
Time point: 11231.0 | correctWork: 15.0
Time point: 11232.0 | stress: 16.0
