Time point: 1462.0 | correctWork: 1.0
Time point: 1462.0 | stress: 2.0
Time point: 1251.0 | correctWork: 1.0
Time point: 1252.0 | stress: 2.0
Time point: 1901.0 | correctWork: 2.0
Time point: 1902.0 | stress: 3.0
Time point: 2550.0 | correctWork: 3.0
Time point: 2551.0 | stress: 4.0
Time point: 3174.0 | correctWork: 4.0
Time point: 3175.0 | stress: 5.0
Time point: 3787.0 | correctWork: 5.0
Time point: 3788.0 | stress: 6.0
Time point: 4400.0 | correctWork: 6.0
Time point: 4401.0 | stress: 7.0
Time point: 5048.0 | correctWork: 7.0
Time point: 5049.0 | stress: 8.0
Time point: 5674.0 | correctWork: 8.0
Time point: 5675.0 | stress: 9.0
Time point: 6306.0 | correctWork: 9.0
Time point: 6307.0 | stress: 10.0
Time point: 6954.0 | correctWork: 10.0
Time point: 6955.0 | stress: 11.0
Time point: 7941.0 | correctWork: 11.0
Time point: 7942.0 | stress: 12.0
Time point: 8576.0 | correctWork: 12.0
Time point: 8577.0 | stress: 13.0
