Time point: 1448.0 | correctWork: 1.0
Time point: 1449.0 | stress: 2.0
Time point: 2082.0 | correctWork: 2.0
Time point: 2083.0 | stress: 3.0
Time point: 2715.0 | correctWork: 3.0
Time point: 2716.0 | stress: 4.0
Time point: 4378.0 | correctWork: 4.0
Time point: 4379.0 | stress: 5.0
Time point: 4996.0 | correctWork: 5.0
Time point: 4997.0 | stress: 6.0
Time point: 5635.0 | correctWork: 6.0
Time point: 5636.0 | stress: 7.0
Time point: 6286.0 | correctWork: 7.0
Time point: 6287.0 | stress: 8.0
Time point: 7261.0 | correctWork: 8.0
Time point: 7262.0 | stress: 9.0
Time point: 7896.0 | correctWork: 9.0
Time point: 7897.0 | stress: 10.0
Time point: 8540.0 | correctWork: 10.0
Time point: 8541.0 | stress: 11.0
Time point: 9854.0 | correctWork: 11.0
Time point: 9855.0 | stress: 12.0
Time point: 10840.0 | correctWork: 12.0
Time point: 10841.0 | stress: 13.0
