Time point: 233.0 | PatientsSeen: 1.0
Time point: 443.0 | PatientsSeen: 2.0
Time point: 655.0 | PatientsSeen: 3.0
Time point: 869.0 | PatientsSeen: 4.0
Time point: 1080.0 | PatientsSeen: 5.0
Time point: 1291.0 | PatientsSeen: 6.0
Time point: 1503.0 | PatientsSeen: 7.0
Time point: 1715.0 | PatientsSeen: 8.0
Time point: 1926.0 | PatientsSeen: 9.0
Time point: 2137.0 | PatientsSeen: 10.0
Time point: 2348.0 | PatientsSeen: 11.0
Time point: 2559.0 | PatientsSeen: 12.0
Time point: 2769.0 | PatientsSeen: 13.0
Time point: 2980.0 | PatientsSeen: 14.0
Time point: 3193.0 | PatientsSeen: 15.0
Time point: 3405.0 | PatientsSeen: 16.0
Time point: 3618.0 | PatientsSeen: 17.0
Time point: 3830.0 | PatientsSeen: 18.0
Time point: 4040.0 | PatientsSeen: 19.0
Time point: 4248.0 | PatientsSeen: 20.0
Time point: 4460.0 | PatientsSeen: 21.0
