"agentName","patientgetAliveTime"
"137",1560
"256",1560
"84",1620
"111",1560
"183",1920
"194",2040
"273",0
"120",1620
"234",1500
"236",1500
"70",1500
"172",1620
"175",1560
"57",1500
"225",1560
"205",1560
"102",1500
"69",1500
"129",1500
"90",1500
"156",1500
"248",1560
"192",1680
"158",1620
"249",1500
"215",1560
"146",1500
"270",1680
"62",1500
"52",1500
"51",1620
"261",1500
"191",1860
"131",1560
"232",1500
"199",2100
"254",1560
"128",1620
"147",1500
"97",1500
"78",1560
"173",1620
"193",1740
"140",1560
"208",1500
"263",1500
"105",1500
"152",1500
"244",1500
"64",1500
"231",1620
"207",1560
"119",1500
"241",1560
"188",2160
"229",1500
"135",1500
"117",1560
"124",1560
"166",1500
"204",1620
"223",1500
"271",1500
"115",1500
"230",1560
"80",1560
"99",1500
"219",1620
"54",1500
"59",1500
"190",2040
"94",1500
"250",1560
"61",1500
"141",1560
"142",1560
"168",1500
"121",1560
"179",2040
"177",1980
"269",1500
"112",1560
"161",1500
"149",1560
"126",1500
"239",1560
"125",1500
"159",1620
"237",1560
"182",1920
"145",1620
"150",1500
"203",1980
"93",1500
"60",1500
"109",1560
"260",1500
"127",1560
"134",1560
"56",1560
"174",1500
"167",1560
"257",1500
"247",1500
"116",1500
"217",1560
"221",1680
"184",1620
"186",1920
"243",1620
"201",1680
"144",1560
"101",1680
"113",1560
"82",1560
"47",1620
"136",1500
"266",1500
"264",1500
"132",1560
"268",1500
"258",1560
"74",1500
"107",1560
"196",1860
"118",1560
"133",1500
"155",1500
"212",1560
"235",1560
"262",1620
"103",1560
"98",1500
"259",1500
"96",1560
"73",1500
"178",1920
"195",1860
"181",2160
"75",1620
"71",1560
"238",1500
"85",1500
"216",1680
"272",0
"242",1560
"123",1620
"267",1560
"79",1560
"49",1560
"114",1560
"198",2160
"163",1560
"180",2100
"210",1560
"100",1500
"55",1500
"246",1500
"214",1500
"58",1500
"224",1560
"138",1500
"197",2040
"53",1500
"108",1500
"228",1500
"170",1560
"106",1500
"164",1500
"92",1500
"48",1500
"227",1560
"265",1500
"148",1500
"65",1500
"110",1500
"67",1560
"160",1560
"209",1560
"213",1500
"143",1560
"176",1980
"151",1500
"222",1560
"165",1620
"95",1560
"63",1500
"50",1620
"77",1560
"86",1500
"88",1620
"139",1500
"206",1500
"91",1500
"211",1560
"252",1500
"154",1500
"66",1500
"122",1500
"253",1560
"220",1620
"162",1500
"153",1560
"185",2100
"72",1560
"130",1500
"104",1560
"189",2280
"87",1500
"171",1560
"255",1560
"187",1980
"202",1500
"218",1620
"251",1620
"83",1560
"233",1560
"81",1500
"200",1920
"157",1560
"169",1500
"245",1500
"76",1500
"226",1560
"68",1500
"240",1500
"89",1500
