"agentName","patientgetAliveTime"
"291",419
"224",319
"409",329
"346",449
"135",283
"385",2595
"256",354
"406",529
"283",4496
"229",3190
"269",391
"278",2938
"290",557
"154",286
"110",558
"101",2735
"87",573
"311",519
"60",1583
"263",413
"72",333
"370",500
"215",2587
"376",407
"404",350
"169",2708
"349",532
"174",522
"250",2659
"352",279
"131",2690
"127",448
"59",490
"76",463
"227",531
"65",143750
"98",2527
"245",381
"405",2667
"344",2403
"417",349
"163",2396
"312",287
"363",505
"113",426
"396",404
"66",2500
"270",540
"204",349
"49",557
"190",2227
"119",327
"399",2244
"307",291
"58",2846
"333",2588
"309",413
"415",465
"75",304
"251",313
"314",2322
"207",333
"286",2397
"355",2354
"328",417
"129",325
"125",377
"68",472
"277",463
"95",1874
"325",337
"301",297
"85",457
"73",1778
"337",537
"226",3386
"123",461
"292",348
"69",556
"410",451
"398",553
"52",529
"369",306
"93",286
"185",445
"384",2244
"234",2818
"364",511
"302",531
"51",707
"295",2742
"386",456
"183",303
"138",500
"90",425
"173",442
"315",457
"152",2205
"343",2350
"359",403
"255",463
"420",410
"209",2349
"271",279
"282",505
"88",330
"419",521
"341",356
"403",2756
"197",2496
"334",521
"407",2623
"77",3289
"103",329
"296",1848
"373",2274
"293",502
"235",3177
"120",435
"137",353
"317",2304
"310",435
"172",2486
"179",377
"205",290
"300",1659
"126",343
"142",480
"55",452
"91",2439
"358",2229
"108",357
"94",332
"117",383
"248",3179
"81",292
"395",2648
"329",284
"136",345
"338",400
"99",524
"348",396
"86",3006
"176",451
"253",323
"308",340
"320",459
"247",2563
"50",3467
"294",2831
"360",363
"171",382
"331",516
"213",2905
"298",549
"221",386
"350",345
"257",290
"401",400
"356",2477
"242",367
"228",466
"365",2392
"240",3288
"332",386
"400",485
"203",332
"304",2799
"106",2262
"184",469
"361",4224
"56",379
"265",476
"167",2764
"391",345
"371",514
"100",523
"107",311
"164",409
"380",2379
"219",447
"140",494
"260",3005
"281",3399
"241",326
"116",389
"150",462
"214",360
"323",2263
"191",292
"246",459
"189",524
"383",352
"330",384
"201",300
"237",497
"78",480
"195",524
"144",462
"202",412
"416",385
"223",3006
"414",440
"187",2586
"155",2688
"393",2643
"261",459
"279",2683
"170",454
"327",344
"340",2477
"280",309
"259",2716
"243",555
"275",534
"180",534
"412",347
"70",2636
"394",537
"347",385
"217",3120
"115",429
"121",2693
"186",353
"411",334
"182",2516
"335",1329
"148",339
"89",2732
"104",1841
"122",550
"254",550
"378",601
"297",430
"238",388
"272",2764
"96",506
"157",2674
"382",529
"413",2210
"345",2508
"181",449
"146",323
"105",406
"239",332
"252",347
"284",2284
"156",399
"264",405
"418",1190
"249",320
"389",465
"211",519
"285",433
"402",274
"112",546
"287",534
"299",276
"165",404
"166",530
"220",331
"313",559
"145",272
"267",2726
"218",405
"353",2591
"368",295
"266",2862
"143",327
"134",443
"193",2615
"375",455
"318",608
"372",2818
"276",275
"319",392
"151",340
"397",293
"408",2811
"230",3090
"141",2227
"231",3250
"178",2366
"196",462
"212",3273
"57",366
"198",2714
"118",2433
"162",288
"306",337
"206",414
"326",307
"379",542
"61",3074
"153",405
"232",533
"200",442
"305",534
"175",513
"273",2568
"342",395
"374",463
"97",356
"114",491
"159",466
"102",2641
"84",460
"92",2706
"111",563
"147",526
"47",625
"268",3020
"357",2777
"387",2627
"390",2507
"274",480
"149",385
"367",280
"258",474
"362",543
"63",2649
"79",510
"132",340
"339",342
"236",278
"316",579
"109",370
"64",2940
"321",2412
"133",2274
"388",350
"262",3259
"62",395
"188",478
"336",522
"80",2755
"124",2460
"354",404
"324",2207
"177",399
"421",290
"139",327
"130",2706
"244",362
"289",324
"222",2604
"208",466
"83",2631
"210",393
"71",499
"158",2388
"74",519
"225",328
"322",337
"194",429
"82",385
"233",347
"392",544
"128",404
"48",3230
"54",629
"161",2297
"160",559
"366",2652
"381",536
"192",513
"53",556
"377",2602
"67",3317
"303",2395
"168",545
"199",2632
"351",406
"216",392
"288",2584
